пролет,блок_col,k,с/в,с/в_0,"Высота, м","шаг рам,м",колонна,коэф исп.%,балка,коэф исп.%_6,прогоны,коэф исп.%_8,балки конек,балки карниз,кололнна опора,колонна карниз,Болты в раме,"металлоемкость оциноковка, кг","металлоемкость узловых пластин, кг","общая металлоемкость  рамы, кг","металло-емкость распорк, кг","металлоемкость гориз. связей, распорк, кг"
24м,DC,0.8,2/3,2/3,7,5,ПГС300/20х80х3,78,"ПГС300/20х80х2,5",75,,,7х2,8х2,9х2,7х2,248,933.009448,478,1411.009448,,1080
24м,DC,0.8,2/4,2/4,7,4.5,ПГС300/20х80х3,84,"ПГС300/20х80х2,5",75,,,10х2,10х2,10х2,10х2,320,933.009448,564,1497.009448,,1080
24м,DC,0.8,3/1,3/1,7,5,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,85,,,8х2,11х2,8х2,9х2,288,971.8668960000001,526,1497.866896,,1080
24м,DC,0.8,3/2,3/2,7,5,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,82,,,8х2,10х2,9х2,9х2,288,971.8668960000001,526,1497.866896,,1080
24м,DC,0.8,4/1,4/1,7,4,ПГС300/20х80х2 М.П.390,79,ПГС300/20х80х3,84,,,8х2,10х2,8х2,11х2,296,918.2356960000002,536,1454.2356960000002,,778.5000000000001
24м,DC,0.8,4/3,4/3,7,3.75,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,79,,,8х2,10х2,9х2,9х2,288,971.8668960000001,526,1497.866896,,778.5000000000001
24м,DC,0.8,5/1,5/1,7,3.53,ПГС300/20х80х2,82,ПГС300/20х80х3,90,,,9х2,10х2,8х2,10х2,296,918.2356960000002,536,1454.2356960000002,,778.5000000000001
24м,DC,0.8,5/3,5/3,7,3.16,"ПГС300/20х80х2,5",67,ПГС300/20х80х3,82,,,9х2,9х2,8х2,9х2,280,971.8668960000001,516,1487.866896,,778.5000000000001
24м,DC,0.8,2/2,2/2,7,6,ПГС300/20х80х3,78,"ПГС300/20х80х2,5",88,,,8х2,10х2,9х2,8х2,280,933.009448,516,1449.009448,,1080
24м,DC,0.8,1/3,1/3,7,6,ПГС245/20х80х2,57,ПГС300/20х80х2 сг по Р,69,,,7х2,9х2,7х2,8х2,248,709.9044960000001,478,1187.904496,,1344.0000000000002
24м,DC,0.8,3/3,3/3,7,5,"ПГС300/20х80х2,5 М.П.390",83,ПГС300/20х80х3,83,,,8х2,10х2,10х2,9х2,296,971.8668960000001,536,1507.866896,,1080
24м,EL,1.0,1/3,1/3,8,6,ПГС300/20х80х2,81,ПГС300/20х80х2 сг по Р,89,,,8х2,11х2,9х2,10х2,304,771.576896,545,1316.576896,,1344.0000000000002
24м,EL,1.0,2/3,2/3,8,3.75,ПГС300/20х80х3,88,"ПГС300/20х80х2,5",73,,,8х2,10х2,9х2,7х2,272,987.126248,507,1494.126248,,778.5000000000001
24м,EL,1.0,2/4,2/4,8,5,ПГС300/20х80х2 М.П.390,89,ПГС300/20х80х3 сг по Р,85,,,8х2,10х2,10х2,11х2,312,956.8724960000002,555,1511.8724960000002,,1344.0000000000002
24м,EL,1.0,3/1,3/1,8,4.3,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,86,,,8х2,10х2,9х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,EL,1.0,3/2,3/2,8,4.3,ПГС300/20х80х3,84,ПГС300/20х80х3,88,,,9х2,10х2,9х2,8х2,288,1080.712496,526,1606.712496,,1080
24м,EL,1.0,4/1,4/1,8,3.33,"ПГС300/20х80х2,5",73,ПГС300/20х80х3,87,,,9х2,10х2,9х2,10х2,304,1018.1652960000001,545,1563.1652960000001,,778.5000000000001
24м,EL,1.0,4/3,4/3,8,3.16,ПГС300/20х80х3,82,ПГС300/20х80х3,83,,,11х2,12х2,10х2,9х2,336,1080.712496,584,1664.712496,,778.5000000000001
24м,EL,1.0,5/1,5/1,8,2.73,"ПГС300/20х80х2,5",63,ПГС300/20х80х3,87,,,9х2,10х2,8х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,EL,1.0,5/3,5/3,8,2.73,"ПГС300/20х80х2,5",84,ПГС300/20х80х3,88,,,10х2,10х2,10х2,10х2,320,1018.1652960000001,564,1582.1652960000001,,778.5000000000001
24м,EL,1.0,2/2,2/2,8,4.5,ПГС300/20х80х3,86,"ПГС300/20х80х2,5",84,,,8х2,10х2,9х2,7х2,272,987.126248,507,1494.126248,,778.5000000000001
24м,EL,1.0,1/3,1/3,8,4,ПГС300/20х80х3,89,ПГС300/20х80х2,77,,,6х2,8х2,10х2,5х2,232,895.4168960000001,459,1354.4168960000002,,778.5000000000001
24м,EL,1.0,3/3,3/3,8,4,ПГС300/20х80х3 М.П.390,85,ПГС300/20х80х3,83,,,8х2,10х2,9х2,8х2,280,1080.712496,516,1596.712496,,778.5000000000001
24м,FU,0.8,1/3,1/3,8,6,ПГС300/20х80х2,65,ПГС300/20х80х2 сг по Р,72,,,7х2,10х2,8х2,9х2,272,745.2504960000001,507,1252.250496,,1344.0000000000002
24м,FU,0.8,2/3,2/3,8,4.75,ПГС300/20х80х3,87,ПГС300/20х80х3,76,,,7х2,9х2,9х2,7х2,256,1080.712496,488,1568.712496,,1080
24м,FU,0.8,2/4,2/4,8,6,ПГС300/20х80х2 М.П.390 ,87,"ПГС300/20х80х2,5 М.П.390 сг по Р",88,,,9х2,11х2,11х2,11х2,336,836.9598480000001,584,1420.959848,,1344.0000000000002
24м,FU,0.8,3/1,3/1,8,5,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,85,,,8х2,10х2,9х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,1080
24м,FU,0.8,3/2,3/2,8,5,"ПГС300/20х80х2,5 М.П.390",82,ПГС300/20х80х3 М.П.390,82,,,8х2,10х2,10х2,9х2,296,1018.1652960000001,536,1554.1652960000001,,1080
24м,FU,0.8,4/1,4/1,8,4,"ПГС245/20х80х2,5",81,ПГС300/20х80х3,84,,,9х2,10х2,8х2,9х2,288,647.7780960000001,526,1173.778096,,778.5000000000001
24м,FU,0.8,4/3,4/3,8,3.75,ПГС300/20х80х3,78,ПГС300/20х80х3,79,,,8х2,10х2,9х2,8х2,280,1080.712496,516,1596.712496,,778.5000000000001
24м,FU,0.8,5/1,5/1,8,3.33,"ПГС300/20х80х2,5",72,ПГС300/20х80х3,85,,,9х2,10х2,8х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,FU,0.8,5/3,5/3,8,3.16,"ПГС300/20х80х2,5",77,ПГС300/20х80х3,82,,,9х2,10х2,8х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,FU,0.8,2/2,2/2,8,6,ПГС300/20х80х3 М.П.390,82,"ПГС300/20х80х2,5",80,,,8х2,11х2,10х2,8х2,296,987.126248,536,1523.126248,,1080
24м,FU,0.8,1/3,1/3,8,5,ПГС300/20х80х3,89,ПГС300/20х80х2,76,,,6х2,8х2,10х2,5х2,232,895.4168960000001,459,1354.4168960000002,,1080
24м,FU,0.8,3/3,3/3,8,4.7,ПГС300/20х80х3,88,"ПГС300/20х80х2,5 М.П.390",84,,,8х2,10х2,10х2,8х2,288,987.126248,526,1513.126248,,1080
24м,HD,1.0,1/3,1/3,9,6,ПГС300/20х80х2 М.П.390,80,ПГС300/20х80х2 сг по Р,86,,,8х2,11х2,10х2,9х2,304,810.213696,545,1355.213696,,1344.0000000000002
24м,HD,1.0,2/3,2/3,9,3.33,ПГС300/20х80х3,90,"ПГС300/20х80х2,5",72,,,7х2,9х2,11х2,7х2,272,1041.243048,507,1548.243048,,778.5000000000001
24м,HD,1.0,2/4,2/4,9,4.7,"ПГС300/20х80х2,5",78,ПГС300/20х80х3 сг по Р,84,,,7х2,10х2,10х2,10х2,296,1064.4636960000003,536,1600.4636960000003,,1344.0000000000002
24м,HD,1.0,3/1,3/1,9,4.3,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,86,,,8х2,10х2,10х2,9х2,296,1064.4636960000003,536,1600.4636960000003,,778.5000000000001
24м,HD,1.0,3/2,3/2,9,4.3,ПГС300/20х80х3 М.П.390 с распорками,89,ПГС300/20х80х3,89,,,9х2,11х2,10х2,9х2,312,1134.829296,555,1689.829296,,1512
24м,HD,1.0,4/1,4/1,9,3.33,"ПГС300/20х80х2,5",83,ПГС300/20х80х3,87,,,9х2,10х2,10х2,10х2,312,1064.4636960000003,555,1619.4636960000003,,778.5000000000001
24м,HD,1.0,4/3,4/3,9,3,ПГС300/20х80х3,90,ПГС300/20х80х3,82,,,9х2,10х2,10х2,9х2,304,1134.829296,545,1679.829296,,778.5000000000001
24м,HD,1.0,5/1,5/1,9,2.73,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,87,,,10х2,10х2,9х2,9х2,304,1064.4636960000003,545,1609.4636960000003,,778.5000000000001
24м,HD,1.0,5/3,5/3,9,2.73,ПГС300/20х80х3 с распорками,84,ПГС300/20х80х3,88,,,10х2,10х2,10х2,9х2,312,1134.829296,555,1689.829296,,1089.9
24м,HD,1.0,2/2,2/2,9,3,ПГС300/20х80х3 с распорками,89,"ПГС300/20х80х2,5",79,,,8х2,10х2,10х2,7х2,280,1041.243048,516,1557.243048,,1089.9
24м,HD,1.0,1/3,1/3,9,3,ПГС300/20х80х3,88,ПГС245/20х80х2,70,,,8х2,7х2,10х2,5х2,240,910.1428200000001,468,1378.14282,,778.5000000000001
24м,HD,1.0,3/3,3/3,9,3.75,ПГС300/20х80х3 с распорками М.П.390,90,ПГС300/20х80х3,82,,,8х2,10х2,10х2,8х2,288,1134.829296,526,1660.829296,,1089.9
24м,IM,0.8,1/3,1/3,9,6,ПГС300/20х80х2 с распорками,77,ПГС300/20х80х2 сг по Р,76,,,7х2,10х2,9х2,9х2,280,810.213696,516,1326.213696,,1881.6000000000001
24м,IM,0.8,2/3,2/3,9,3.75,ПГС300/20х80х3,84,ПГС300/20х80х2,85,,,10х2,10х2,9х2,9х2,304,949.5336960000001,545,1494.533696,,778.5000000000001
24м,IM,0.8,2/4,2/4,9,5,"ПГС300/20х80х2,5",73,ПГС300/20х80х3 сг по Р,80,,,7х2,10х2,9х2,10х2,288,1064.4636960000003,526,1590.4636960000003,,1344.0000000000002
24м,IM,0.8,3/1,3/1,9,5,"ПГС300/20х80х2,5",87,ПГС300/20х80х3,86,,,8х2,10х2,10х2,9х2,296,1064.4636960000003,536,1600.4636960000003,,1080
24м,IM,0.8,3/2,3/2,9,4.7,ПГС300/20х80х3,86,ПГС300/20х80х3,77,,,8х2,10х2,9х2,8х2,280,1134.829296,516,1650.829296,,1080
24м,IM,0.8,4/1,4/1,9,4,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,83,,,9х2,10х2,9х2,9х2,296,1064.4636960000003,536,1600.4636960000003,,778.5000000000001
24м,IM,0.8,4/3,4/3,9,3.75,ПГС300/20х80х3,89,ПГС300/20х80х3,82,,,8х2,10х2,10х2,9х2,296,1134.829296,536,1670.829296,,778.5000000000001
24м,IM,0.8,5/1,5/1,9,3.33,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,85,,,9х2,10х2,8х2,9х2,288,1064.4636960000003,526,1590.4636960000003,,778.5000000000001
24м,IM,0.8,5/3,5/3,9,3.16,ПГС300/20х80х3 с распорками,77,ПГС300/20х80х3,82,,,9х2,10х2,9х2,8х2,288,1134.829296,526,1660.829296,,1089.9
24м,IM,0.8,2/2,2/2,9,5,ПГС300/20х80х3 с распорками,84,"ПГС300/20х80х2,5",77,,,7х2,10х2,10х2,7х2,272,1041.243048,507,1548.243048,,1512
24м,IM,0.8,1/3,1/3,9,4,ПГС300/20х80х3,87,ПГС300/20х80х2,67,,,8х2,6х2,10х2,5х2,232,949.5336960000001,459,1408.533696,,778.5000000000001
24м,IM,0.8,3/3,3/3,9,4.5,ПГС300/20х80х3 распорки,89,"ПГС300/20х80х2,5 М.П.390",84,,,8х2,10х2,10х2,8х2,288,1041.243048,526,1567.243048,,1089.9
24м,LD,1.0,1/3,1/3,6,6,ПГС300/20х80х3,86,ПГС300/20х80х2,78,,,7х2,9х2,9х2,6х2,248,787.183296,478,1265.1832960000002,,1080
24м,LD,1.0,2/3,2/3,6,5,"ПГС300/20х80х2,5",88,"ПГС300/20х80х2,5",87,,,9х2,11х2,10х2,9х2,312,831.982248,555,1386.982248,,1080
24м,LD,1.0,2/4,2/4,6,4.5,ПГС300/20х80х3,85,"ПГС300/20х80х2,5",90,,,8х2,10х2,9х2,7х2,272,878.892648,507,1385.892648,,1080
24м,LD,1.0,3/1,3/1,6,4.3,ПГС300/20х80х2 М.П.390,80,ПГС300/20х80х3,88,,,8х2,10х2,9х2,10х2,296,879.5988960000002,536,1415.5988960000002,,1080
24м,LD,1.0,3/2,3/2,6,4.3,"ПГС300/20х80х2,5",71,ПГС300/20х80х3,89,,,8х2,10х2,9х2,9х2,288,925.5684960000001,526,1451.568496,,1080
24м,LD,1.0,4/1,4/1,6,3.33,ПГС300/20х80х2,83,ПГС300/20х80х3,86,,,9х2,10х2,9х2,10х2,304,879.5988960000002,545,1424.5988960000002,,778.5000000000001
24м,LD,1.0,4/3,4/3,6,3.33,"ПГС300/20х80х2,5",75,ПГС300/20х80х3,88,,,9х2,10х2,9х2,10х2,304,925.5684960000001,545,1470.568496,,778.5000000000001
24м,LD,1.0,5/1,5/1,6,2.73,ПГС300/20х80х2,72,ПГС300/20х80х3,87,,,9х2,9х2,8х2,10х2,288,879.5988960000002,526,1405.5988960000002,,778.5000000000001
24м,LD,1.0,5/3,5/3,6,2.73,ПГС300/20х80х2,81,ПГС300/20х80х3,88,,,9х2,10х2,9х2,10х2,304,879.5988960000002,545,1424.5988960000002,,778.5000000000001
24м,LD,1.0,2/2,2/2,6,6,ПГС300/20х80х3,84,ПГС300/20х80х3,78,,,8х2,11х2,9х2,9х2,296,972.4788960000001,536,1508.478896,,1080
24м,LD,1.0,1/3,1/3,6,6,ПГС245/20х80х2,61,ПГС300/20х80х2 сг по Р,85,,,8х2,10х2,7х2,9х2,272,674.5584960000001,507,1181.558496,,1344.0000000000002
24м,LD,1.0,3/3,3/3,6,4.3,"ПГС300/20х80х2,5 М.П.390",82,ПГС300/20х80х3,84,,,8х2,11х2,9х2,9х2,296,925.5684960000001,536,1461.568496,,1080
24м,MM,0.8,1/3,1/3,6,6,"ПГС300/20х80х2,5",84,ПГС300/20х80х2,78,,,6х2,9х2,9х2,6х2,240,740.272896,468,1208.272896,,1080
24м,MM,0.8,2/3,2/3,6,6,"ПГС300/20х80х2,5 М.П.390",80,"ПГС300/20х80х2,5 М.П.390",82,,,8х2,10х2,9х2,8х2,280,831.982248,516,1347.982248,,1080
24м,MM,0.8,2/4,2/4,6,6,ПГС300/20х80х3,89,ПГС300/20х80х3,75,,,7х2,9х2,10х2,8х2,272,972.4788960000001,507,1479.478896,,1080
24м,MM,0.8,3/1,3/1,6,5,ПГС300/20х80х2,82,ПГС300/20х80х3,83,,,8х2,9х2,8х2,10х2,280,879.5988960000002,516,1395.5988960000002,,1080
24м,MM,0.8,3/2,3/2,6,5,ПГС300/20х80х2,86,ПГС300/20х80х3,83,,,8х2,9х2,9х2,11х2,296,879.5988960000002,536,1415.5988960000002,,1080
24м,MM,0.8,4/1,4/1,6,4,ПГС300/20х80х2,81,ПГС300/20х80х3,83,,,8х2,10х2,8х2,10х2,288,879.5988960000002,526,1405.5988960000002,,778.5000000000001
24м,MM,0.8,4/3,4/3,6,3.75,ПГС300/20х80х2 М.П.390,87,ПГС300/20х80х3,79,,,8х2,9х2,9х2,10х2,288,879.5988960000002,526,1405.5988960000002,,778.5000000000001
24м,MM,0.8,5/1,5/1,6,3.53,ПГС300/20х80х2,73,ПГС300/20х80х3,88,,,8х2,9х2,7х2,9х2,264,879.5988960000002,497,1376.5988960000002,,778.5000000000001
24м,MM,0.8,5/3,5/3,6,3.16,ПГС300/20х80х2,83,ПГС300/20х80х3,82,,,9х2,9х2,9х2,10х2,296,879.5988960000002,536,1415.5988960000002,,778.5000000000001
24м,MM,0.8,2/2,2/2,6,6,"ПГС300/20х80х2,5",75,"ПГС300/20х80х2,5",81,,,8х2,10х2,9х2,8х2,280,831.982248,516,1347.982248,,1080
24м,MM,0.8,1/3,1/3,6,6,"ПГС245/20х80х1,5",70,ПГС300/20х80х2 сг по Р,69,,,8х2,9х2,8х2,11х2,288,632.354496,526,1158.354496,,1344.0000000000002
24м,MM,0.8,3/3,3/3,6,5,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,83,,,8х2,10х2,9х2,9х2,288,925.5684960000001,526,1451.568496,,1080
24м,NV,1.0,1/3,1/3,7,6,ПГС300/20х80х3,89,ПГС300/20х80х2,88,,,7х2,9х2,10х2,6х2,256,841.300096,488,1329.300096,,1080
24м,NV,1.0,2/3,2/3,7,4.5,ПГС300/20х80х3,87,"ПГС300/20х80х2,5",84,,,8х2,10х2,10х2,10х2,304,933.009448,545,1478.009448,,1080
24м,NV,1.0,2/4,2/4,7,3.75,ПГС300/20х80х3,86,"ПГС300/20х80х2,5",86,,,8х2,10х2,9х2,7х2,272,933.009448,507,1440.009448,,778.5000000000001
24м,NV,1.0,3/1,3/1,7,4.3,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,87,,,8х2,10х2,8х2,9х2,280,971.8668960000001,516,1487.866896,,778.5000000000001
24м,NV,1.0,3/2,3/2,7,4.3,"ПГС300/20х80х2,5",84,ПГС300/20х80х3,89,,,9х2,10х2,10х2,9х2,304,971.8668960000001,545,1516.866896,,1080
24м,NV,1.0,4/1,4/1,7,3.33,ПГС300/20х80х2 М.П.390,83,ПГС300/20х80х3,88,,,9х2,10х2,9х2,10х2,304,918.2356960000002,545,1463.2356960000002,,778.5000000000001
24м,NV,1.0,4/3,4/3,7,3.16,"ПГС300/20х80х2,5",82,ПГС300/20х80х3,83,,,9х2,10х2,10х2,9х2,304,971.8668960000001,545,1516.866896,,778.5000000000001
24м,NV,1.0,5/1,5/1,7,2.73,ПГС300/20х80х2,79,ПГС300/20х80х3,88,,,9х2,9х2,8х2,10х2,288,918.2356960000002,526,1444.2356960000002,,778.5000000000001
24м,NV,1.0,5/3,5/3,7,2.73,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,88,,,10х2,10х2,9х2,9х2,304,971.8668960000001,545,1516.866896,,778.5000000000001
24м,NV,1.0,2/2,2/2,7,5,ПГС300/20х80х3,81,"ПГС300/20х80х2,5",88,,,8х2,11х2,9х2,8х2,288,933.009448,526,1459.009448,,1080
24м,NV,1.0,1/3,1/3,7,6,ПГС245/20х80х2,74,ПГС300/20х80х2 сг по Р,86,,,8х2,11х2,8х2,9х2,288,709.9044960000001,526,1235.904496,,1344.0000000000002
24м,NV,1.0,3/3,3/3,7,4.3,"ПГС300/20х80х2,5 М.П.390",89,ПГС300/20х80х3,89,,,9х2,10х2,10х2,9х2,304,971.8668960000001,545,1516.866896,,1080
24м,PE,0.8,1/3,1/3,7,6,ПГС300/20х80х3,87,ПГС300/20х80х2,84,,,8х2,11х2,11х2,7х2,296,841.300096,536,1377.300096,,1080
24м,PE,0.8,2/3,2/3,7,5,ПГС300/20х80х3,78,"ПГС300/20х80х2,5",75,,,7х2,8х2,9х2,7х2,248,933.009448,478,1411.009448,,1080
24м,PE,0.8,2/4,2/4,7,4.5,ПГС300/20х80х3,84,"ПГС300/20х80х2,5",75,,,10х2,10х2,10х2,10х2,320,933.009448,564,1497.009448,,1080
24м,PE,0.8,3/1,3/1,7,5,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,85,,,8х2,11х2,8х2,9х2,288,971.8668960000001,526,1497.866896,,1080
24м,PE,0.8,3/2,3/2,7,5,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,82,,,8х2,10х2,9х2,9х2,288,971.8668960000001,526,1497.866896,,1080
24м,PE,0.8,4/1,4/1,7,4,ПГС300/20х80х2 М.П.390,79,ПГС300/20х80х3,84,,,8х2,10х2,8х2,11х2,296,918.2356960000002,536,1454.2356960000002,,778.5000000000001
24м,PE,0.8,4/3,4/3,7,3.75,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,79,,,8х2,10х2,9х2,9х2,288,971.8668960000001,526,1497.866896,,778.5000000000001
24м,PE,0.8,5/1,5/1,7,3.53,ПГС300/20х80х2,82,ПГС300/20х80х3,90,,,9х2,10х2,8х2,10х2,296,918.2356960000002,536,1454.2356960000002,,778.5000000000001
24м,PE,0.8,5/3,5/3,7,3.16,"ПГС300/20х80х2,5",67,ПГС300/20х80х3,82,,,9х2,9х2,8х2,9х2,280,971.8668960000001,516,1487.866896,,778.5000000000001
24м,PE,0.8,2/2,2/2,7,6,ПГС300/20х80х3,78,"ПГС300/20х80х2,5",88,,,8х2,10х2,9х2,8х2,280,933.009448,516,1449.009448,,1080
24м,PE,0.8,1/3,1/3,7,6,ПГС245/20х80х2,57,ПГС300/20х80х2 сг по Р,69,,,7х2,9х2,7х2,8х2,248,709.9044960000001,478,1187.904496,,1344.0000000000002
24м,PE,0.8,3/3,3/3,7,5,"ПГС300/20х80х2,5 М.П.390",83,ПГС300/20х80х3,83,,,8х2,10х2,10х2,9х2,296,971.8668960000001,536,1507.866896,,1080
24м,QN,1.0,1/3,1/3,8,6,ПГС300/20х80х2,81,ПГС300/20х80х2 сг по Р,89,,,8х2,11х2,9х2,10х2,304,771.576896,545,1316.576896,,1344.0000000000002
24м,QN,1.0,2/3,2/3,8,3.75,ПГС300/20х80х3,88,"ПГС300/20х80х2,5",73,,,8х2,10х2,9х2,7х2,272,987.126248,507,1494.126248,,778.5000000000001
24м,QN,1.0,2/4,2/4,8,5,ПГС300/20х80х2 М.П.390,89,ПГС300/20х80х3 сг по Р,85,,,8х2,10х2,10х2,11х2,312,956.8724960000002,555,1511.8724960000002,,1344.0000000000002
24м,QN,1.0,3/1,3/1,8,4.3,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,86,,,8х2,10х2,9х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,QN,1.0,3/2,3/2,8,4.3,ПГС300/20х80х3,84,ПГС300/20х80х3,88,,,9х2,10х2,9х2,8х2,288,1080.712496,526,1606.712496,,1080
24м,QN,1.0,4/1,4/1,8,3.33,"ПГС300/20х80х2,5",73,ПГС300/20х80х3,87,,,9х2,10х2,9х2,10х2,304,1018.1652960000001,545,1563.1652960000001,,778.5000000000001
24м,QN,1.0,4/3,4/3,8,3.16,ПГС300/20х80х3,82,ПГС300/20х80х3,83,,,11х2,12х2,10х2,9х2,336,1080.712496,584,1664.712496,,778.5000000000001
24м,QN,1.0,5/1,5/1,8,2.73,"ПГС300/20х80х2,5",63,ПГС300/20х80х3,87,,,9х2,10х2,8х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,QN,1.0,5/3,5/3,8,2.73,"ПГС300/20х80х2,5",84,ПГС300/20х80х3,88,,,10х2,10х2,10х2,10х2,320,1018.1652960000001,564,1582.1652960000001,,778.5000000000001
24м,QN,1.0,2/2,2/2,8,4.5,ПГС300/20х80х3,86,"ПГС300/20х80х2,5",84,,,8х2,10х2,9х2,7х2,272,987.126248,507,1494.126248,,778.5000000000001
24м,QN,1.0,1/3,1/3,8,4,ПГС300/20х80х3,89,ПГС300/20х80х2,77,,,6х2,8х2,10х2,5х2,232,895.4168960000001,459,1354.4168960000002,,778.5000000000001
24м,QN,1.0,3/3,3/3,8,4,ПГС300/20х80х3 М.П.390,85,ПГС300/20х80х3,83,,,8х2,10х2,9х2,8х2,280,1080.712496,516,1596.712496,,778.5000000000001
24м,RW,0.8,1/3,1/3,8,6,ПГС300/20х80х2,65,ПГС300/20х80х2 сг по Р,72,,,7х2,10х2,8х2,9х2,272,745.2504960000001,507,1252.250496,,1344.0000000000002
24м,RW,0.8,2/3,2/3,8,4.75,ПГС300/20х80х3,87,ПГС300/20х80х3,76,,,7х2,9х2,9х2,7х2,256,1080.712496,488,1568.712496,,1080
24м,RW,0.8,2/4,2/4,8,6,ПГС300/20х80х2 М.П.390 ,87,"ПГС300/20х80х2,5 М.П.390 сг по Р",88,,,9х2,11х2,11х2,11х2,336,836.9598480000001,584,1420.959848,,1344.0000000000002
24м,RW,0.8,3/1,3/1,8,5,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,85,,,8х2,10х2,9х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,1080
24м,RW,0.8,3/2,3/2,8,5,"ПГС300/20х80х2,5 М.П.390",82,ПГС300/20х80х3 М.П.390,82,,,8х2,10х2,10х2,9х2,296,1018.1652960000001,536,1554.1652960000001,,1080
24м,RW,0.8,4/1,4/1,8,4,"ПГС245/20х80х2,5",81,ПГС300/20х80х3,84,,,9х2,10х2,8х2,9х2,288,647.7780960000001,526,1173.778096,,778.5000000000001
24м,RW,0.8,4/3,4/3,8,3.75,ПГС300/20х80х3,78,ПГС300/20х80х3,79,,,8х2,10х2,9х2,8х2,280,1080.712496,516,1596.712496,,778.5000000000001
24м,RW,0.8,5/1,5/1,8,3.33,"ПГС300/20х80х2,5",72,ПГС300/20х80х3,85,,,9х2,10х2,8х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,RW,0.8,5/3,5/3,8,3.16,"ПГС300/20х80х2,5",77,ПГС300/20х80х3,82,,,9х2,10х2,8х2,9х2,288,1018.1652960000001,526,1544.1652960000001,,778.5000000000001
24м,RW,0.8,2/2,2/2,8,6,ПГС300/20х80х3 М.П.390,82,"ПГС300/20х80х2,5",80,,,8х2,11х2,10х2,8х2,296,987.126248,536,1523.126248,,1080
24м,RW,0.8,1/3,1/3,8,5,ПГС300/20х80х3,89,ПГС300/20х80х2,76,,,6х2,8х2,10х2,5х2,232,895.4168960000001,459,1354.4168960000002,,1080
24м,RW,0.8,3/3,3/3,8,4.7,ПГС300/20х80х3,88,"ПГС300/20х80х2,5 М.П.390",84,,,8х2,10х2,10х2,8х2,288,987.126248,526,1513.126248,,1080
24м,TF,1.0,1/3,1/3,9,6,ПГС300/20х80х2 М.П.390,80,ПГС300/20х80х2 сг по Р,86,,,8х2,11х2,10х2,9х2,304,810.213696,545,1355.213696,,1344.0000000000002
24м,TF,1.0,2/3,2/3,9,3.33,ПГС300/20х80х3,90,"ПГС300/20х80х2,5",72,,,7х2,9х2,11х2,7х2,272,1041.243048,507,1548.243048,,778.5000000000001
24м,TF,1.0,2/4,2/4,9,4.7,"ПГС300/20х80х2,5",78,ПГС300/20х80х3 сг по Р,84,,,7х2,10х2,10х2,10х2,296,1064.4636960000003,536,1600.4636960000003,,1344.0000000000002
24м,TF,1.0,3/1,3/1,9,4.3,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,86,,,8х2,10х2,10х2,9х2,296,1064.4636960000003,536,1600.4636960000003,,778.5000000000001
24м,TF,1.0,3/2,3/2,9,4.3,ПГС300/20х80х3 М.П.390 с распорками,89,ПГС300/20х80х3,89,,,9х2,11х2,10х2,9х2,312,1134.829296,555,1689.829296,,1512
24м,TF,1.0,4/1,4/1,9,3.33,"ПГС300/20х80х2,5",83,ПГС300/20х80х3,87,,,9х2,10х2,10х2,10х2,312,1064.4636960000003,555,1619.4636960000003,,778.5000000000001
24м,TF,1.0,4/3,4/3,9,3,ПГС300/20х80х3,90,ПГС300/20х80х3,82,,,9х2,10х2,10х2,9х2,304,1134.829296,545,1679.829296,,778.5000000000001
24м,TF,1.0,5/1,5/1,9,2.73,"ПГС300/20х80х2,5",70,ПГС300/20х80х3,87,,,10х2,10х2,9х2,9х2,304,1064.4636960000003,545,1609.4636960000003,,778.5000000000001
